,ID,AGE,GENDER,RACE,DRIVING_EXPERIENCE,EDUCATION,INCOME,CREDIT_SCORE,VEHICLE_OWNERSHIP,VEHICLE_YEAR,MARRIED,CHILDREN,POSTAL_CODE,ANNUAL_MILEAGE,VEHICLE_TYPE,SPEEDING_VIOLATIONS,DUIS,PAST_ACCIDENTS,OUTCOME,PrimeAssurance,ProduitAssurance
11,521399,65+,female,majority,30y+,high school,upper class,0.7298308815593941,1.0,after 2015,1.0,0.0,32765,12000.0,sedan,4,0,0,0.0,1000,Assurance responsabilité civile
12,429728,40-64,male,majority,20-29y,high school,upper class,0.6370447435902447,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,4,1,2,0.0,3000,Assurance tous risques
13,569640,16-25,female,majority,0-9y,university,upper class,0.59125997174597,1.0,before 2015,0.0,1.0,10238,,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
14,980181,26-39,male,majority,10-19y,high school,middle class,0.4615679630439447,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,2,1,0.0,3000,Assurance tous risques
15,906223,26-39,female,majority,0-9y,high school,upper class,0.7627979410816134,0.0,after 2015,1.0,0.0,10238,,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
16,517747,65+,male,majority,30y+,university,upper class,0.7961748462456987,1.0,before 2015,1.0,1.0,32765,,sedan,10,2,1,0.0,3000,Assurance tous risques
17,24851,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,1.0,0.0,32765,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
18,104086,26-39,female,majority,0-9y,university,upper class,0.6805942795073384,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
19,240658,16-25,female,majority,0-9y,high school,working class,0.4177139816231188,1.0,before 2015,0.0,1.0,10238,18000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
20,484399,16-25,female,majority,0-9y,high school,working class,0.4095135306516067,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
21,912828,16-25,male,majority,0-9y,high school,middle class,0.5532600531952381,1.0,after 2015,1.0,1.0,32765,8000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
22,892754,40-64,male,majority,20-29y,none,poverty,0.3309502618581893,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,3,1,1,0.0,3000,Assurance tous risques
23,217,16-25,male,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
24,633896,65+,male,majority,30y+,high school,upper class,0.5006306604427161,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,13,2,3,0.0,3000,Assurance tous risques
25,193110,26-39,female,majority,10-19y,university,middle class,0.5519701813636283,1.0,before 2015,1.0,0.0,10238,14000.0,sports car,0,0,0,0.0,1000,Assurance responsabilité civile
26,98515,40-64,male,majority,10-19y,high school,middle class,0.6269960497386653,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,1,1,0,0.0,2500,Assurance standard
27,165623,26-39,male,majority,10-19y,none,poverty,0.29479748077199674,1.0,before 2015,1.0,0.0,10238,15000.0,sedan,0,0,1,0.0,3000,Assurance tous risques
28,493590,26-39,male,majority,10-19y,university,middle class,0.5519504952618395,0.0,after 2015,0.0,0.0,10238,17000.0,sedan,0,0,1,0.0,2000,Assurance standard
29,389792,65+,male,majority,0-9y,university,upper class,0.649820471216227,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
30,642614,40-64,male,majority,20-29y,high school,middle class,0.5218044346397632,1.0,after 2015,1.0,1.0,92101,7000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
31,951465,65+,female,majority,30y+,university,upper class,0.7012683240604196,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,3,1,1,0.0,3000,Assurance tous risques
32,496987,16-25,male,majority,0-9y,none,poverty,0.17124402882132114,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
33,732437,16-25,male,majority,0-9y,none,poverty,0.3184419972124171,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
34,146897,26-39,female,majority,0-9y,high school,middle class,0.6046842696715551,1.0,before 2015,1.0,1.0,21217,11000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
35,316173,16-25,male,majority,0-9y,university,working class,0.5049948526440377,0.0,after 2015,0.0,0.0,32765,8000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
36,9013,26-39,male,majority,10-19y,high school,working class,0.6251466352816216,1.0,before 2015,0.0,1.0,10238,17000.0,sedan,3,0,2,0.0,2000,Assurance standard
37,511757,40-64,female,majority,10-19y,none,middle class,,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
38,429947,65+,male,majority,30y+,university,upper class,,0.0,after 2015,0.0,1.0,10238,12000.0,sports car,6,0,5,0.0,2000,Assurance standard
39,485660,40-64,male,majority,10-19y,university,upper class,0.5781305873212035,1.0,before 2015,0.0,1.0,92101,14000.0,sedan,1,0,1,0.0,2000,Assurance standard
40,80496,65+,male,majority,30y+,high school,upper class,0.7054542902137054,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,5,1,3,0.0,3000,Assurance tous risques
41,478336,40-64,male,majority,20-29y,university,upper class,0.6595254905875941,1.0,after 2015,0.0,1.0,10238,16000.0,sedan,4,0,2,0.0,2000,Assurance standard
42,10843,40-64,male,majority,20-29y,university,upper class,0.5873836120460223,0.0,after 2015,1.0,1.0,32765,9000.0,sedan,10,2,0,0.0,3000,Assurance tous risques
43,397446,16-25,male,majority,0-9y,none,poverty,0.4064824253974476,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
44,101678,26-39,female,majority,10-19y,high school,poverty,0.2857471319596469,0.0,before 2015,0.0,1.0,10238,13000.0,sedan,1,0,0,1.0,1500,Assurance responsabilité civile
45,231661,40-64,male,majority,20-29y,high school,middle class,0.5022849652731057,0.0,before 2015,0.0,0.0,10238,14000.0,sports car,3,0,4,0.0,2000,Assurance standard
46,173782,65+,male,majority,20-29y,high school,upper class,0.6256257210210231,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,7,0,5,0.0,3000,Assurance tous risques
47,921097,40-64,female,majority,20-29y,university,upper class,,1.0,after 2015,1.0,1.0,92101,11000.0,sedan,3,0,2,0.0,3000,Assurance tous risques
48,98839,26-39,female,minority,10-19y,university,working class,0.3931531299744003,1.0,before 2015,0.0,1.0,32765,12000.0,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
49,105372,26-39,female,minority,10-19y,none,working class,0.5039497598168121,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,1,0,0,0.0,1500,Assurance responsabilité civile
50,888828,40-64,male,majority,20-29y,university,upper class,0.6586274302571438,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,3,0,2,0.0,3000,Assurance tous risques
51,37454,26-39,female,majority,0-9y,high school,working class,0.5241464657501199,0.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
52,370044,65+,male,majority,20-29y,university,upper class,0.5531007570628673,0.0,after 2015,1.0,1.0,32765,7000.0,sedan,9,0,1,0.0,3000,Assurance tous risques
53,768282,16-25,female,majority,0-9y,university,working class,0.4475509489142775,0.0,before 2015,1.0,1.0,10238,8000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
54,738729,16-25,female,majority,0-9y,none,working class,0.5107331365064207,1.0,before 2015,1.0,1.0,10238,7000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
55,437535,26-39,female,majority,10-19y,high school,middle class,,1.0,after 2015,1.0,0.0,10238,15000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
56,329536,16-25,female,majority,0-9y,high school,poverty,0.4613735917269193,0.0,before 2015,0.0,0.0,32765,9000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
57,328531,40-64,female,majority,20-29y,university,middle class,0.38755694436473176,0.0,after 2015,0.0,1.0,32765,12000.0,sedan,2,0,1,0.0,2000,Assurance standard
58,123941,40-64,female,majority,20-29y,university,middle class,0.5701572256616224,1.0,after 2015,1.0,1.0,10238,,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
59,131881,26-39,male,majority,10-19y,university,working class,0.5501250875743224,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,1,0,0.0,2500,Assurance standard
60,839572,40-64,male,majority,20-29y,high school,working class,0.4529442316093683,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,0,1,0.0,3000,Assurance tous risques
61,171578,26-39,male,majority,10-19y,university,upper class,,1.0,before 2015,1.0,1.0,10238,8000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
62,589757,40-64,female,majority,20-29y,high school,upper class,0.5352743096602144,1.0,before 2015,1.0,1.0,92101,7000.0,sedan,2,0,0,0.0,1000,Assurance responsabilité civile
63,336859,16-25,female,majority,0-9y,university,middle class,0.6147359485632915,1.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
64,788111,40-64,female,minority,20-29y,high school,poverty,0.4544471564329259,1.0,before 2015,1.0,1.0,10238,,sedan,1,0,1,0.0,3000,Assurance tous risques
65,407453,40-64,female,majority,0-9y,university,upper class,0.6137409183819416,1.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
66,367026,40-64,female,minority,10-19y,high school,working class,0.5326613280250595,1.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
67,334687,40-64,female,minority,0-9y,university,middle class,0.42772851430193454,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
68,623367,65+,male,majority,20-29y,university,upper class,0.6859457213719147,1.0,before 2015,1.0,1.0,32765,5000.0,sedan,4,1,4,0.0,3000,Assurance tous risques
69,688440,65+,male,majority,10-19y,university,upper class,0.6936124267187082,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,2,0,0,0.0,1000,Assurance responsabilité civile
70,547974,65+,male,majority,20-29y,high school,upper class,0.5979905963582334,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,2,1,7,1.0,3000,Assurance tous risques
71,989064,26-39,male,majority,0-9y,none,poverty,0.33081866649869274,0.0,after 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
72,422816,40-64,male,majority,20-29y,high school,working class,,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,5,0,7,0.0,2000,Assurance standard
73,307408,26-39,female,minority,10-19y,none,working class,,1.0,before 2015,0.0,1.0,10238,9000.0,sedan,2,0,0,0.0,1500,Assurance responsabilité civile
74,675898,16-25,male,majority,0-9y,high school,middle class,0.5083042183803546,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
75,480452,26-39,female,majority,0-9y,university,upper class,0.7641329165005233,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
76,93199,40-64,female,majority,0-9y,university,middle class,0.4775169603837716,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
77,125802,40-64,female,majority,20-29y,university,upper class,0.6812332078486962,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,1,0.0,3000,Assurance tous risques
78,616663,40-64,male,majority,0-9y,university,upper class,0.4671555457007022,1.0,after 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
79,423497,16-25,female,majority,0-9y,high school,working class,0.3941632454999797,1.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
80,492837,40-64,female,majority,10-19y,university,upper class,0.6610607322734078,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
81,422563,40-64,male,majority,20-29y,university,upper class,0.6651879748430346,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,2,0,1,0.0,2000,Assurance standard
82,185231,16-25,female,majority,0-9y,high school,middle class,0.560770206632082,1.0,before 2015,0.0,1.0,10238,11000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
83,949152,26-39,female,majority,10-19y,university,upper class,0.7454327103696547,0.0,after 2015,0.0,0.0,32765,9000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
84,859453,26-39,male,majority,10-19y,university,middle class,0.53257435224505,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,1,0,2,0.0,3000,Assurance tous risques
85,466578,26-39,female,majority,10-19y,high school,middle class,0.5267473391434415,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
86,998214,16-25,female,minority,0-9y,none,poverty,0.4124517461654282,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
87,828462,40-64,male,majority,20-29y,high school,working class,0.38710714490182974,0.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,6,0.0,2000,Assurance standard
88,511837,65+,male,majority,10-19y,high school,middle class,0.5499938678343249,1.0,before 2015,1.0,1.0,32765,9000.0,sedan,3,1,1,0.0,3000,Assurance tous risques
89,554995,16-25,male,majority,0-9y,university,upper class,0.5853420947575604,1.0,before 2015,1.0,1.0,10238,12000.0,sports car,0,0,0,1.0,1000,Assurance responsabilité civile
90,680717,65+,male,majority,30y+,none,middle class,0.5987396054343311,1.0,before 2015,1.0,1.0,10238,14000.0,sedan,6,1,3,0.0,3000,Assurance tous risques
91,978021,40-64,male,majority,20-29y,university,upper class,0.6026557000791793,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,4,0,6,0.0,3000,Assurance tous risques
92,509815,26-39,female,majority,0-9y,high school,working class,0.5114570584803535,1.0,after 2015,1.0,1.0,32765,,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
93,6676,40-64,female,majority,20-29y,high school,upper class,0.5586591735288894,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,3,0,2,0.0,2000,Assurance standard
94,362280,40-64,male,majority,10-19y,high school,working class,0.6284070137170304,0.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
95,883018,40-64,male,majority,0-9y,high school,working class,0.5057903732571783,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
96,889355,26-39,female,majority,10-19y,university,upper class,0.7268184180645275,1.0,before 2015,1.0,1.0,10238,15000.0,sedan,2,0,0,0.0,1000,Assurance responsabilité civile
97,198273,65+,male,majority,20-29y,university,upper class,0.6904423335733175,1.0,after 2015,1.0,1.0,32765,9000.0,sedan,8,0,2,0.0,3000,Assurance tous risques
98,197763,40-64,male,majority,20-29y,university,upper class,0.4796771646619314,0.0,after 2015,1.0,0.0,10238,14000.0,sedan,1,0,2,0.0,3000,Assurance tous risques
99,55670,26-39,male,majority,10-19y,university,upper class,,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,3,1,0,0.0,3000,Assurance tous risques
100,545941,40-64,female,majority,20-29y,none,working class,0.4405592041968235,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,1,0,2,0.0,3000,Assurance tous risques
101,814196,16-25,female,majority,0-9y,none,middle class,0.634052597196068,1.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
102,560160,16-25,female,majority,0-9y,high school,poverty,0.4574695879943666,0.0,before 2015,0.0,0.0,10238,,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
103,320444,26-39,male,majority,0-9y,none,poverty,0.30864901820049434,0.0,before 2015,0.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
104,305793,16-25,male,majority,0-9y,high school,poverty,0.2458351852340737,0.0,before 2015,1.0,1.0,10238,11000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
105,362190,16-25,male,majority,0-9y,high school,poverty,0.3056465190413162,0.0,before 2015,0.0,0.0,10238,14000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
106,62647,26-39,male,majority,10-19y,high school,upper class,0.7440140862681482,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,2,0,1,0.0,2000,Assurance standard
107,296948,40-64,male,majority,10-19y,university,upper class,0.6704645467899408,1.0,after 2015,1.0,1.0,10238,14000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
108,673660,65+,female,majority,30y+,high school,upper class,0.6830407984824192,0.0,after 2015,1.0,1.0,10238,10000.0,sedan,4,1,3,0.0,3000,Assurance tous risques
109,945867,16-25,male,majority,0-9y,university,middle class,0.828628569053192,1.0,before 2015,0.0,0.0,10238,13000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
110,391880,65+,male,majority,30y+,none,middle class,,1.0,before 2015,1.0,1.0,32765,10000.0,sedan,12,2,2,0.0,3000,Assurance tous risques
111,241973,65+,female,majority,30y+,high school,upper class,0.6293380939717407,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,2,0,2,0.0,3000,Assurance tous risques
112,429503,16-25,male,majority,0-9y,high school,poverty,0.28372421050714003,0.0,before 2015,0.0,1.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
113,810013,16-25,male,majority,0-9y,university,working class,0.4576486815858435,1.0,after 2015,0.0,0.0,10238,14000.0,sports car,0,0,0,1.0,1500,Assurance responsabilité civile
114,663458,16-25,female,majority,0-9y,high school,poverty,0.3049876423937953,0.0,before 2015,0.0,0.0,10238,15000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
115,879976,16-25,male,majority,0-9y,high school,working class,0.5517442884135392,0.0,before 2015,1.0,1.0,32765,10000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
116,418841,16-25,male,minority,0-9y,none,poverty,0.3186855562451054,1.0,before 2015,1.0,0.0,32765,9000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
117,542236,26-39,male,minority,10-19y,none,working class,0.436944194154781,1.0,before 2015,0.0,0.0,10238,12000.0,sedan,3,0,0,0.0,1500,Assurance responsabilité civile
118,937573,40-64,male,majority,10-19y,university,upper class,0.6291939843221722,1.0,before 2015,1.0,1.0,32765,7000.0,sedan,5,0,1,0.0,3000,Assurance tous risques
119,670850,16-25,male,majority,0-9y,university,working class,0.4055600158887265,1.0,before 2015,0.0,0.0,10238,17000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
120,151252,16-25,male,majority,0-9y,university,middle class,0.6235462115803201,1.0,before 2015,1.0,0.0,10238,11000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
121,706349,65+,male,majority,10-19y,university,upper class,0.7270329897821235,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,1,1,2,0.0,3000,Assurance tous risques
122,602998,65+,male,majority,20-29y,none,working class,0.42682838887991503,1.0,before 2015,1.0,0.0,10238,14000.0,sedan,3,1,7,0.0,3000,Assurance tous risques
123,242772,26-39,female,majority,10-19y,none,middle class,0.5036589704487734,1.0,before 2015,0.0,1.0,10238,10000.0,sedan,1,2,0,0.0,2500,Assurance standard
124,393449,26-39,female,majority,10-19y,high school,middle class,,0.0,before 2015,0.0,0.0,10238,12000.0,sedan,2,0,0,0.0,1500,Assurance responsabilité civile
125,380740,65+,male,majority,30y+,university,upper class,0.7264400018455291,1.0,after 2015,1.0,1.0,10238,7000.0,sedan,2,0,3,0.0,3000,Assurance tous risques
126,938115,16-25,female,majority,0-9y,none,poverty,0.24449009312407965,0.0,before 2015,0.0,1.0,32765,,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
127,727943,16-25,male,majority,0-9y,university,middle class,0.5757707974509628,1.0,before 2015,0.0,0.0,10238,11000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
128,766309,16-25,male,majority,0-9y,high school,poverty,,0.0,before 2015,0.0,0.0,10238,10000.0,sports car,0,0,0,1.0,1500,Assurance responsabilité civile
129,261229,16-25,male,majority,0-9y,university,working class,0.468671965728324,1.0,after 2015,0.0,1.0,32765,9000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
130,60866,65+,male,majority,20-29y,university,upper class,0.6970834558464781,0.0,after 2015,0.0,1.0,10238,13000.0,sedan,3,0,2,0.0,2000,Assurance standard
131,752797,40-64,female,majority,20-29y,high school,working class,0.5429181079423034,1.0,before 2015,0.0,0.0,10238,15000.0,sedan,1,1,0,0.0,2500,Assurance standard
132,45002,65+,male,majority,30y+,high school,upper class,0.6722562535141292,1.0,before 2015,1.0,1.0,10238,9000.0,sedan,4,1,2,0.0,3000,Assurance tous risques
133,482448,16-25,male,majority,0-9y,none,poverty,0.3864066185703315,0.0,before 2015,0.0,0.0,32765,8000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
134,549142,16-25,male,majority,0-9y,university,middle class,0.5512978330713669,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
135,95138,40-64,male,majority,20-29y,high school,middle class,0.5985570254244251,0.0,after 2015,1.0,0.0,10238,14000.0,sedan,4,1,4,0.0,3000,Assurance tous risques
136,851152,26-39,female,majority,10-19y,none,working class,,0.0,before 2015,1.0,1.0,10238,,sedan,0,0,1,0.0,3000,Assurance tous risques
137,615991,40-64,female,majority,20-29y,high school,upper class,0.5824219946087406,1.0,after 2015,1.0,1.0,10238,11000.0,sedan,2,0,1,0.0,3000,Assurance tous risques
138,424820,26-39,female,minority,10-19y,high school,middle class,0.540182723180248,1.0,before 2015,1.0,1.0,10238,,sedan,0,0,1,0.0,3000,Assurance tous risques
139,807847,65+,male,majority,20-29y,university,upper class,0.6330139475122963,1.0,after 2015,0.0,1.0,10238,14000.0,sedan,3,1,4,0.0,2000,Assurance standard
140,758983,40-64,male,majority,20-29y,high school,middle class,0.552204630296896,1.0,after 2015,1.0,0.0,32765,12000.0,sedan,6,0,3,0.0,3000,Assurance tous risques
141,987114,26-39,female,majority,0-9y,university,middle class,0.3266816101781183,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
142,873457,40-64,male,minority,20-29y,high school,middle class,0.5880825424047316,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,7,1,1,0.0,3000,Assurance tous risques
143,699703,65+,female,majority,0-9y,university,upper class,0.7022748020975709,0.0,before 2015,1.0,1.0,92101,10000.0,sedan,0,0,0,1.0,1000,Assurance responsabilité civile
144,563342,65+,female,majority,0-9y,university,upper class,0.7266055391975765,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,0,0,0,0.0,1500,Assurance responsabilité civile
145,504412,26-39,male,majority,10-19y,university,working class,,0.0,before 2015,1.0,1.0,10238,12000.0,sedan,3,2,3,1.0,3000,Assurance tous risques
146,284106,65+,male,majority,30y+,university,upper class,0.73238212135242,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,5,1,5,0.0,3000,Assurance tous risques
147,78189,16-25,female,majority,0-9y,none,poverty,0.2012839211827758,1.0,before 2015,0.0,0.0,32765,12000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
148,427520,26-39,male,majority,10-19y,university,middle class,0.4641607076311848,0.0,before 2015,0.0,0.0,10238,16000.0,sedan,0,1,0,0.0,2500,Assurance standard
149,689030,40-64,female,majority,20-29y,university,upper class,0.6579677428053038,1.0,after 2015,1.0,0.0,92101,13000.0,sedan,1,0,1,0.0,3000,Assurance tous risques
150,966467,65+,male,majority,30y+,university,upper class,0.6002161554309658,1.0,before 2015,1.0,1.0,10238,13000.0,sedan,5,2,4,0.0,3000,Assurance tous risques
151,288712,65+,male,majority,30y+,university,upper class,0.6663760181644964,1.0,after 2015,1.0,1.0,10238,12000.0,sedan,3,0,7,0.0,3000,Assurance tous risques
152,228114,26-39,male,majority,0-9y,high school,working class,0.4031472802313768,1.0,before 2015,1.0,1.0,10238,10000.0,sedan,0,0,0,0.0,1000,Assurance responsabilité civile
153,63715,65+,male,majority,20-29y,university,upper class,0.4169350441301069,1.0,before 2015,0.0,1.0,10238,13000.0,sedan,5,1,5,0.0,2000,Assurance standard
154,624077,65+,female,majority,30y+,none,upper class,0.5948797136778915,1.0,before 2015,1.0,1.0,32765,8000.0,sports car,10,0,1,0.0,3000,Assurance tous risques
155,726352,26-39,male,minority,10-19y,none,poverty,0.38042650346206697,0.0,before 2015,1.0,1.0,10238,16000.0,sedan,1,0,1,0.0,3000,Assurance tous risques
156,150072,16-25,female,majority,0-9y,none,poverty,,0.0,before 2015,0.0,0.0,21217,14000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
157,792396,65+,female,majority,30y+,university,upper class,0.680617632406099,1.0,before 2015,1.0,1.0,10238,12000.0,sedan,1,2,2,0.0,3000,Assurance tous risques
158,768933,40-64,male,minority,0-9y,high school,working class,0.35595046999386937,1.0,before 2015,0.0,1.0,10238,16000.0,sedan,0,0,0,1.0,1500,Assurance responsabilité civile
159,452356,40-64,female,majority,10-19y,none,middle class,,1.0,before 2015,0.0,1.0,32765,10000.0,sedan,2,0,0,0.0,1500,Assurance responsabilité civile
